uuid,city,type,subtype,timestamp
177f81f7-3c7a-41c6-bad3-4a4d88d25580,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-23T16:22:32Z
f1b4868d-ded7-4806-be27-da0781b03857,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-23T17:21:15Z
ea46b48f-709a-4b7f-bdf2-0e0763d701c1,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-29T04:43:34Z
1d3f7074-0e12-4c9f-a668-951d233a2b50,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-29T11:51:04Z
3527f6fa-416c-47a8-a8a9-c750d5ed9b4c,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-29T16:23:35Z
97f1e454-4799-4254-98d5-7e8066f17ebf,Las Condes,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-29T17:13:21Z
b6948b35-423a-47d7-a474-1ab40c484114,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-23T11:05:59Z
3541eaf8-635e-4e91-a42b-5538075e28fd,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-23T11:27:29Z
78d17771-24cf-4e31-9f71-6b16de5a964c,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-23T11:33:28Z
9aa71905-b114-470d-b7bd-2515f1267c31,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T11:19:56Z
319c3e87-500c-4ff2-96f9-30766a4a8bac,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T11:25:50Z
655c31d7-69e2-4e6d-abe7-1c6aead56019,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T13:08:57Z
d97e7db6-76db-4f6e-b3b5-9163a5043351,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T14:09:20Z
5e1b5acb-458b-4945-b4a7-69470be60468,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T17:35:14Z
e1dce732-ad65-44c1-b9c6-e31e83eb19e7,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T21:50:37Z
76fc3da1-04ad-43d7-bdd4-f708c457814b,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T21:50:54Z
bd1fde13-39f7-4f03-9faf-ff70285f3d6f,Las Condes,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T23:55:14Z
9271312f-5619-4b3c-9ee5-08d4ec6f23f1,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-23T12:00:43Z
f867c74d-1ff7-4926-84ad-5f55f9dc61aa,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T14:13:24Z
fc8edd88-cff8-4dad-9f7e-b6d957ec2e48,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T15:15:50Z
10975218-8439-4f6e-9572-8d73c837e95c,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T15:40:51Z
b32f7007-effd-41ad-ae61-1045ef0bb49c,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T16:16:05Z
9636fc42-21d6-42bd-879d-b81450507a3e,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T19:05:02Z
218bb97b-39ba-4678-bc7f-b2804970c1cb,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T19:21:28Z
67ecb2dd-3941-48ef-9dac-853be51478d9,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T21:55:15Z
ca2de756-6002-451a-8007-437acb6cf1e1,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T22:19:46Z
c39f9b86-cf14-4e53-bd6a-043e37f101e7,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T22:20:09Z
cbe98492-23b6-4753-ad31-7d192e752c52,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T22:21:00Z
6f9b3cf0-21f6-4879-a6ff-c17cef13eda1,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-06-03T13:20:24Z
5bff4ccf-0ee9-4baf-8c70-7efec40d0012,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T06:14:10Z
60457a88-48dc-4371-a409-79261c3d7b7b,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T10:39:45Z
0f131a38-456a-45fd-9cfa-c7bf6f16e164,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T12:45:04Z
2e9fbff6-3d94-46f2-891b-b99d159f397b,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T14:15:14Z
3989d682-1db4-4444-a172-721c00b97197,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T14:26:46Z
e24e952a-26cb-4f9d-9fd7-416c0712cbd3,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:01:55Z
dbd6c81f-d474-40e2-b21a-dbf2b7545cc9,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:06:29Z
504a775a-4ccd-4884-8a44-b825894ca2f0,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:11:54Z
a9b4d94e-5077-41bf-a1aa-b312c0f6ec6b,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:21:17Z
7cbc7ec0-b3d5-42a7-9362-3e053c7492bc,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:30:07Z
e815af05-959e-4be6-9d84-8fcc00cb443d,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T16:18:29Z
fa950dec-2934-4aa5-8b87-97981d9c1340,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T16:28:21Z
24f18ed2-f541-41e2-8282-c91421d08240,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T16:50:20Z
16b9f9d9-e774-40ee-8685-2dd82e90fc53,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T17:44:55Z
f4de17ea-8621-4827-9149-960181ce918f,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T02:56:40Z
fe393034-2fa8-4e59-a6a3-cd85135e7617,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T04:54:07Z
1e156c0a-9d9f-4ab7-8c35-35cb598d1892,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T11:18:47Z
feb4e795-5924-4974-ae63-1de6d732bc3e,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T11:56:51Z
7339effc-f2fe-4961-a4f3-371e920d853b,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T12:41:56Z
31a28b7c-8c91-41fb-8224-9b79a95a48ba,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T12:45:57Z
2cb3a33c-d9db-4166-ab0d-1c277083ebb2,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T13:13:05Z
2d5b3385-ee67-471c-8987-131294356522,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T13:27:12Z
94863e0d-1d0a-4f7d-99b5-7b6f4388233d,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T13:42:00Z
69994ce7-52ff-48c7-8c16-d7be45120f80,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T14:06:26Z
601d7a6d-3b38-4179-a63b-64653086c558,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T14:39:21Z
6ca63887-a4dc-46ad-8d9e-2027e6ad8b7a,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:09:16Z
a3d7bea1-7d02-4e22-96b3-04d4e0547aa1,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:16:16Z
baba4c45-d7b5-43ae-a5c5-bfa2c969ad90,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:24:37Z
a22aab55-9cba-4a16-879c-5ba322eed061,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:25:41Z
7145608f-6efe-49f3-9fcc-a9a89aea5c81,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:27:47Z
ccdc5dfc-8844-473b-904d-4d8870fd329d,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:30:19Z
ed627a23-c260-44bc-a8be-3c42838b4484,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:33:15Z
8b1d66b1-6112-40c3-a707-586816a6b540,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:42:19Z
57dd3b47-d74d-44c6-b35a-1a40022223d8,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T16:13:49Z
136e0061-d943-4dcb-b369-6f5f08ba00dd,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T16:28:49Z
26b66b09-1ae5-43e9-be61-277be03f4374,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T18:09:39Z
9e12759d-3cc2-40a4-b7ec-7d320d87360c,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T18:16:53Z
357d6f18-313a-4dd6-aec2-659a7d1d68bb,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T19:10:25Z
bd9c079e-b420-4338-a4d9-292f02208b87,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T19:43:43Z
b2b38dfb-17e2-4999-b229-3ba930c396a3,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T19:55:32Z
2e6b7eb5-e8ae-477c-a0fb-3f4a019ac36f,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T20:41:14Z
15f6949d-eb21-4532-b89b-fcb480265f16,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T20:59:01Z
bbc9d820-05d0-4659-adc2-1e0fe5e3d895,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T21:04:31Z
a7833498-9bdf-4d53-bd57-d56376b2fbad,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T21:20:38Z
d1428887-c341-4bd7-8ec8-5ebd63113fb3,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T21:26:23Z
7a286216-7925-4cee-8c8a-075d53d7d4ae,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T21:32:58Z
ae2aea46-cf63-4a00-a716-9f3db9167873,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T22:11:40Z
4ac6542f-9930-4d75-825f-3978b3293150,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T22:46:42Z
3a104d17-85c6-4fec-a904-a1d3e5940178,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T22:49:35Z
378af85f-3a9d-4405-94f3-9dc57d5dcea2,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T23:10:50Z
5087e5c9-79ee-41c9-bf6d-8b18d7f9d019,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T23:14:58Z
f403f1bc-bafe-44cf-97ae-81ce4f99b83f,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T00:07:42Z
9458698e-ab08-46ed-9210-0dd13a500fcd,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T00:22:25Z
59efbb9b-faaa-4016-9f0c-2f0bc9553813,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T00:38:54Z
efe87818-db57-4afa-a8db-475455bf4901,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T00:53:46Z
09e9dff1-5707-4329-a455-c9e1352c7d97,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T02:58:18Z
f50a7355-59be-4aed-9162-634a332a0989,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-06-02T23:04:58Z
ebcfe267-a6d0-488a-844c-9b43167567dd,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-06-02T23:12:47Z
90ab1f03-08cd-46d0-934d-7f2cff1f65f5,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-06-03T13:08:08Z
8822f921-13dc-4430-b4e6-e00299c98398,Las Condes,HAZARD,HAZARD_WEATHER_FLOOD,2025-04-23T16:19:11Z
306db78a-0add-4216-85ee-9e26691fafc3,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:20:33Z
876bb46d-284b-464f-acb3-717d048d9355,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:20:44Z
8b5a44b1-8aa5-45c2-85f1-eaca52cae6d3,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:22:55Z
41661286-d3ad-48b2-902e-531d4bee0004,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:22:59Z
0da8f31d-5746-465b-8278-b3f06865ac93,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:24:37Z
c9ccdff6-b869-4c81-a289-29188d7f49e1,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:26:13Z
bc0c21bb-150a-45fc-8d7c-492de27844fd,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:26:47Z
48a67bf7-5109-48da-876b-67a11a8993d5,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:31:37Z
55275f1f-3bfd-440e-916c-2d2deca2bad6,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:32:46Z
48d91ad9-02a5-4402-88fa-d7fbde2827c1,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:34:24Z
9ef0a74f-8794-4a6b-a4e9-10969727630f,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:34:35Z
e17975be-b1a2-4cd6-aa3b-fc0714ad1e23,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:37:27Z
45c07700-24f8-4682-bcad-6a588fedd90c,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:42:20Z
b6c98813-51b1-425f-a5cd-85bf3b8282bb,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:45:05Z
1f5b3358-f22a-495c-b4ad-0e164163005c,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:48:25Z
8a29fd2b-4e6f-4b34-b3ea-50510192c52e,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:48:37Z
7143b010-2d34-4629-a6bc-7dc04e545acb,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:49:42Z
ec73f004-8c6b-4a1e-ab6d-e3156886f57e,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:50:18Z
07af489e-277a-4576-a8ed-cf797767daaa,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:50:46Z
118598e9-f2fc-42de-b6d8-035eb55dd9cd,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:53:59Z
2695660d-37bf-4496-9573-6ccedf156a23,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:54:00Z
049af533-89bf-4927-beec-7cbc0792dbe1,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:54:19Z
0fef5df6-17bc-4c8f-b6c3-22704414c9a3,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:54:26Z
a45515f5-6a0c-4739-bb54-ade0c9e0cbd4,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:57:47Z
6d2f7183-a2ff-485b-aa0d-cdb146d9586d,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:02:05Z
4b89b132-cf12-479d-a02f-f80209737a46,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:06:56Z
65094ef2-11f5-4dd0-92ec-f29a353eebbc,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:09:22Z
4c5a1145-3cac-4126-a469-870f29741879,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:09:42Z
7ef4703d-14dd-4eb7-8f76-ee83fc76cdf3,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:16:19Z
d9e4274c-c3ae-4d7f-886c-1d90948750ef,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:17:21Z
2b55bcd9-7b7a-4ea7-8933-4a6a5b39ec0c,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:23:18Z
f93d7ed8-b024-414b-9e5e-9d2bb6e1d6ea,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:33:34Z
d7d027e9-4f98-428c-9b96-79b68294cd16,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:40:37Z
c51be212-a08a-429e-bf77-051b367f1096,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T13:00:10Z
05960b26-ac97-417b-bb7f-a5666e970402,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T13:50:43Z
3924343e-18b1-4343-87d6-ee4ee1ecd163,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:04:44Z
9ae4796a-df44-48f1-b7bd-7d2e9e893c04,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:19:21Z
c1eac87c-bb14-4e42-b9f1-4ff6e04ccf48,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:30:52Z
f2ffccad-275b-4683-86df-14617cfd2a50,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:32:09Z
0685a601-c21c-4908-958d-ae64f39460f7,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:50:12Z
97d6737d-1926-415e-bb6d-ed0b7833a437,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T14:54:00Z
bcf229ed-28db-4d5b-9bc6-1b9e6da1ca13,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T15:05:29Z
079746d0-26ff-454c-bbb1-1c06df648c9b,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T16:00:29Z
86de991d-bb70-4afd-892a-ce079b01d776,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T16:03:31Z
e93224ba-d619-4d76-87b8-0becfdee9356,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T16:19:16Z
6f7f2fbd-45fb-4aaf-989c-74d90dbad8c0,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T17:03:44Z
1e62b4ea-a96b-43a4-9225-92f04aa623a0,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T17:12:26Z
d0a80029-447d-4e25-b541-6f12c5b98581,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T17:36:32Z
cef5ed6f-2c37-4ac7-94fc-f365e5a85a84,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T17:39:04Z
1ce97e9d-8ef1-4f8c-82df-1b807bb84ffa,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T17:44:37Z
a97d6677-0724-49f4-a10f-66493ddf900e,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:08:27Z
5fe3cb11-beda-46e3-bd7e-95ce321f8410,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:17:48Z
cdff874a-51e7-42a4-92cd-1e2c2a40a939,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:27:43Z
66df0f5d-c739-430e-b121-79073ae16915,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:39:02Z
2923e6ae-40ea-446c-9772-c3ffdbe663f2,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:40:39Z
bce60c6f-fb34-4701-8767-da7301175aa2,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:45:58Z
8873d2c9-0ba9-40e4-ad76-9058e4278dee,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:46:02Z
c250bc5a-1fc2-498d-9072-1fd22dc81874,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:14:20Z
3e9ecc66-9886-46fc-ac55-72408f819647,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:18:03Z
a4bda1ad-f8a9-419d-aef2-06f1a744f2b9,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:26:19Z
0fe43107-f814-4ba2-99c7-f5b8f96f0f99,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:26:41Z
75a47c71-b54b-46f9-9d5e-02f67f89e2f1,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:31:59Z
76054e5f-5394-412e-8122-995cc67bb872,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:34:06Z
858540fb-7a34-4678-b106-a8e261013314,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:34:07Z
4431b9a9-47a9-40ad-821e-3c02148dec95,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:42:13Z
fd7a8b28-8af9-44ef-a445-b997890776e3,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:42:58Z
7b15ef69-6100-4e98-948b-26010f9b145d,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:44:30Z
d8138dc9-d6e1-4864-a00a-b6b7ce955a79,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:44:54Z
2378c3ff-9f93-475f-b1ba-541f69bd5a23,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:50:17Z
d4f1eb6e-e3af-42e6-9d7a-ef766df1641a,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:54:22Z
4c833a3b-c45e-4264-aff8-58b923186024,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T12:55:36Z
604f08bb-472e-4b87-9b21-5df2887533d4,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:13:44Z
46a68148-d35d-4b81-ad45-b0c4f4d533e5,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:24:26Z
1c0fee50-b70a-4525-8ef2-bad3b251f699,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:25:10Z
2860b131-4254-4020-b5c2-c5338a12615f,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:27:11Z
7c7e9036-36ee-4a39-88a6-4635e3729347,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:29:26Z
3a960303-8f36-4c9b-ac6c-a1fc9dc825a9,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:31:39Z
6950e400-8690-4580-85a1-0a14b30ac51c,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:41:00Z
ab9e178e-fac6-4e39-bd85-bee802afdd45,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T13:45:42Z
290097e4-b6e9-4ada-acbe-48446cc95d24,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T14:15:38Z
c691a846-5168-4b4f-a28e-826e0e4f166a,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T14:27:41Z
0d07e82d-eb90-4093-9fc8-0b915fb6831d,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T14:53:00Z
b6f70ab1-f796-435c-ae1e-56f94dfd2f76,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T15:59:25Z
d541b430-870c-4d33-9743-4cf266d52cd2,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T15:59:35Z
e82894d7-7e43-4fc9-82a5-726ddc362e16,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T16:07:44Z
6b0df208-a5e4-4fdd-a850-2ad43b6785b7,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T16:10:35Z
7200b1b1-ae33-46df-b714-d5135a1cc341,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T16:33:28Z
93f73d81-984c-48b0-9b63-57eb5fff0cbe,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T16:34:03Z
ec031870-f1cc-448e-ae71-4b6410510dad,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T16:42:59Z
f1d9d7c3-ce6a-4122-85f5-3cfc0ce01788,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:01:31Z
02a8c3bd-5eec-472d-8fb8-591fef56bbef,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:05:11Z
69c76f4f-3dbf-4fe9-98fd-7db21d9748c4,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:22:29Z
d850ea48-73ec-464f-a085-da4e8695aaae,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:24:30Z
84d8bfea-bc50-4505-a617-d170b79cd716,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:24:39Z
0c59a4d6-13f5-47bf-b302-0a0bb3b55b16,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:26:40Z
37234a04-ed6a-4e04-a281-84c56911cca0,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:38:48Z
98d20a84-0001-4754-8085-318b1a7d5f7b,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:45:01Z
f76f1a9d-8f30-4b22-bfd0-f711356a7200,Las Condes,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T17:48:56Z
